# ServiceID	serviceTime	serviceDeadline	Difference
0	0.084597763301	0.126495483448	0.041897720147
1	0.0426365865023	0.0595824240169	0.0169458375146
2	0.0516161974155	0.075862904288	0.0242467068725
3	0.0785960603144	0.0977616966184	0.0191656363039
4	0.0481830984611	0.0813522004338	0.0331691019728
5	0.0909031756343	0.120137518425	0.0292343427909
6	0.0289019465956	0.0706921568034	0.0417902102079
7	0.0622185306709	0.078743847739	0.0165253170681
8	0.0910648793409	0.144204153143	0.0531392738019
9	0.0812115063637	0.130319803886	0.049108297522
10	0.0317046093626	0.0721961967756	0.040491587413
11	0.0899849905088	0.128184187105	0.0381991965958
12	0.0477421288298	0.0567771892332	0.00903506040342
13	0.0439830117099	0.0785273603821	0.0345443486722
14	0.0913880942706	0.143718412659	0.0523303183885
15	0.0482239678787	0.0954894642673	0.0472654963886
16	0.0267887387288	0.0710401300795	0.0442513913507
17	0.0553212310797	0.0600233160879	0.0047020850082
18	0.072250763954	0.0961919410652	0.0239411771112
19	0.0826596527377	0.120067312799	0.0374076600616
20	0.00111313911213	0.0297920324354	0.0286788933233
21	0.0868926747738	0.103088218618	0.0161955438444
22	0.033195231912	0.0807187935174	0.0475235616054
23	0.0199156420587	0.0522911790898	0.032375537031
24	0.0246229769329	0.0769999894474	0.0523770125145
25	0.0805147674587	0.10691324603	0.0263984785718
26	0.0089641360367	0.0289668662703	0.0200027302336
27	0.0512861236095	0.101927814821	0.0506416912113
28	0.0117967267472	0.0433600890517	0.0315633623045
29	0.0709495795768	0.102321625143	0.0313720455664
30	0.0816322194658	0.112646399814	0.0310141803485
31	0.0964200160514	0.130579297449	0.0341592813981
32	0.0591740893534	0.0854235406671	0.0262494513138
33	0.0600323992967	0.0832774565954	0.0232450572986
34	0.0579894504023	0.0765059255225	0.0185164751201
35	0.0197497415269	0.0330862179397	0.0133364764128
36	0.061664544807	0.0984975142565	0.0368329694495
37	0.0481765682089	0.0566677862687	0.00849121805978
38	0.0760027882747	0.123841306816	0.0478385185411
39	0.0924147205787	0.138537731736	0.046123011157
40	0.0899191390144	0.140073261005	0.050154121991
41	0.0545193925699	0.0780841950816	0.0235648025117
42	0.0708230565856	0.0886047626512	0.0177817060656
43	0.0813512421423	0.127825540402	0.0464742982593
44	0.0896088577752	0.123098916952	0.0334900591766
45	0.09502672245	0.128011472987	0.0329847505373
46	0.0456057475565	0.0826180164876	0.0370122689311
47	0.099629526096	0.149476586993	0.0498470608974
48	0.0795391833289	0.0876578327387	0.00811864940983
49	0.061665527399	0.0899877374975	0.0283222100985
50	0.0633845867007	0.109638465484	0.0462538787836
51	0.0250605265841	0.0656349876237	0.0405744610395
52	0.0125962950276	0.027619321871	0.0150230268434
53	0.0796637141993	0.10029052166	0.020626807461
54	0.0817753965568	0.0908057725676	0.0090303760108
55	0.0154894904023	0.0543730224119	0.0388835320096
56	0.0054781727187	0.0381714745582	0.0326933018395
57	0.0910915854552	0.121801483868	0.030709898413
58	0.0683783241237	0.0737131638568	0.00533483973311
59	0.0638649910812	0.0981819119689	0.0343169208877
60	0.0580193418551	0.0815798123213	0.0235604704661
61	0.0376438540932	0.0906696866255	0.0530258325324
62	0.00460281172354	0.00968463721629	0.00508182549275
63	0.0961420967437	0.109390693814	0.0132485970699
64	0.013265621278	0.0277944467724	0.0145288254943
65	0.0802739124451	0.131122370377	0.0508484579322
66	0.0032554749912	0.0285364165895	0.0252809415983
67	0.011048521718	0.0280445162077	0.0169959944896
68	0.0228620978603	0.0592083838521	0.0363462859918
69	0.0356791027723	0.0486949978487	0.0130158950765
70	0.0508600140158	0.05682894937	0.00596893535423
71	0.0109912028777	0.0644029603138	0.0534117574361
72	0.0207362232562	0.0426639883218	0.0219277650656
73	0.0734282323163	0.119344560576	0.0459163282597
74	0.0919297241375	0.104400954442	0.0124712303049
75	0.0675914157937	0.119918860946	0.0523274451522
76	0.00674704343882	0.0445571326538	0.037810089215
77	0.0846970347765	0.10581266183	0.0211156270539
78	0.0258180465892	0.0596576162627	0.0338395696735
79	0.0447890893362	0.0575300635588	0.0127409742226
80	0.0476909160945	0.0721861858774	0.0244952697829
81	0.0573421612129	0.086772167716	0.0294300065031
82	0.031833154099	0.0536907382285	0.0218575841295
83	0.0839284562625	0.100475089504	0.0165466332411
84	0.0564994216665	0.061121237608	0.00462181594147
85	0.0744158633637	0.0952116910873	0.0207958277237
86	0.00552395286327	0.0235681110742	0.0180441582109
87	0.0247729103748	0.0764293773662	0.0516564669914
88	0.03587033059	0.0542642263329	0.0183938957428
89	0.0365609185281	0.087906210311	0.0513452917829
90	0.0637410373727	0.0987948796536	0.0350538422809
91	0.0718463156798	0.0952471774455	0.0234008617656
92	0.0420273808394	0.0785690239526	0.0365416431132
93	0.00115089796382	0.014766375026	0.0136154770622
94	0.0341057673756	0.0500765653849	0.0159707980093
95	0.0641025407118	0.087034944228	0.0229324035162
96	0.0876669157796	0.120074486825	0.0324075710455
97	0.0420262332717	0.0661395870276	0.024113353756
98	0.0704811327694	0.0953924604341	0.0249113276646
99	0.0665573930084	0.0728963773062	0.00633898429784
100	0.0450898667822	0.0620512129545	0.0169613461724
101	0.0166109706401	0.0469896271485	0.0303786565084
102	0.0492392945058	0.0813095407866	0.0320702462807
103	0.0757929919586	0.123986749671	0.0481937577124
104	0.0499636843672	0.069566596688	0.0196029123208
105	0.0472223312999	0.0916746241679	0.044452292868
106	0.0876266168165	0.132247363435	0.0446207466182
107	0.019612128111	0.0735831460838	0.0539710179728
108	0.0636757872319	0.0718491397407	0.00817335250879
109	0.0728298811907	0.126170955201	0.0533410740103
110	0.040779865399	0.0787056156611	0.0379257502621
111	0.0323015365849	0.0469777696881	0.0146762331032
112	0.0720150901878	0.0761329684238	0.00411787823597
113	0.0824504096426	0.112867708486	0.030417298843
114	0.0106806498383	0.0206258445775	0.00994519473924
115	0.0652772770647	0.11295996826	0.047682691195
116	0.0287182915894	0.081644050928	0.0529257593387
117	0.0109178882173	0.0576147936972	0.0466969054799
118	0.0402729215558	0.0483401923942	0.00806727083841
119	0.0281966704985	0.0548455797394	0.0266489092409
120	0.0794418115874	0.126509806769	0.0470679951819
121	0.0142086348661	0.0442519112868	0.0300432764207
122	0.0654275405768	0.0867801913068	0.02135265073
123	0.0873145197353	0.105235010496	0.0179204907608
124	0.00283885842701	0.00887202211078	0.00603316368376
125	0.068418680241	0.100336467046	0.0319177868049
126	0.0947037528628	0.14562569285	0.0509219399867
127	0.0910752665631	0.0971754931615	0.00610022659837
128	0.0751643475157	0.114230588395	0.0390662408797
129	0.0658808246028	0.105498707229	0.0396178826258
130	0.0903683049113	0.126375364901	0.0360070599897
131	0.0378724770343	0.0687689162208	0.0308964391866
132	0.0215765662654	0.0549328415001	0.0333562752348
133	0.00188081112286	0.0134319698161	0.0115511586932
134	0.034007430415	0.0774885883612	0.0434811579463
135	0.0721314428544	0.0930442413557	0.0209127985013
136	0.0624332727233	0.0684934201986	0.00606014747531
137	0.0172221940219	0.0703178975281	0.0530957035063
138	0.02966355451	0.0534031536594	0.0237395991494
139	0.0552999453607	0.0739702954335	0.0186703500729
140	0.048328402246	0.0643137064279	0.0159853041819
141	0.00577737986654	0.0187567223186	0.0129793424521
142	0.0527819729383	0.060325117143	0.00754314420472
143	0.0409137454981	0.0613397809988	0.0204260355008
144	0.0420574392882	0.0510274562001	0.00897001691194
145	0.0909570978853	0.118657330442	0.0277002325569
146	0.0842439849301	0.137055457813	0.0528114728825
147	0.0350215077721	0.0629758337297	0.0279543259576
148	0.0702599338239	0.0955867000011	0.0253267661772
149	0.0308884085057	0.0716259580666	0.0407375495609
150	0.0895455780432	0.139530020265	0.0499844422216
151	0.0630474626339	0.0858260299503	0.0227785673164
152	0.0974814916265	0.133425417502	0.035943925875
153	0.00751763305045	0.0157511115065	0.00823347845601
154	0.0752370876065	0.0822948954338	0.0070578078273
155	0.00177724952779	0.0254676471169	0.0236903975891
156	0.0523813691414	0.0788085834213	0.0264272142798
157	0.0493732616383	0.082617696738	0.0332444350997
158	0.0682509541698	0.0934028578452	0.0251519036754
159	0.0374648141771	0.0908877670821	0.053422952905
160	0.0268307370092	0.0696857447346	0.0428550077254
161	0.0436908814386	0.065616900539	0.0219260191005
162	0.00732193694544	0.0545008841605	0.0471789472151
163	0.0704984108264	0.119648946203	0.049150535377
164	0.045709567476	0.0835556158168	0.0378460483408
165	0.0127721183688	0.0366697984489	0.0238976800801
166	0.0215159653683	0.0276210367628	0.00610507139453
167	0.0948481737744	0.109642892198	0.0147947184233
168	0.015489094491	0.0293875966689	0.0138985021779
169	0.0384251644671	0.0697447275829	0.0313195631158
170	0.0159821024788	0.0694165969281	0.0534344944493
171	0.098315931844	0.109736032698	0.0114201008543
172	0.0411847814336	0.0791812555891	0.0379964741555
173	0.0878880017072	0.116658297953	0.0287702962456
174	0.0917876206032	0.111910636347	0.0201230157441
175	0.0503456482576	0.0792779778508	0.0289323295933
176	0.0673367469802	0.0814363124202	0.01409956544
177	0.0613672904313	0.0763059452749	0.0149386548436
178	0.0346818111901	0.0868101343528	0.0521283231627
179	0.0900017957651	0.134907714811	0.0449059190459
180	0.00451135792573	0.0159297020488	0.0114183441231
181	0.0264313092951	0.0696396377046	0.0432083284095
182	0.0843909993807	0.117538408393	0.0331474090123
183	0.0720950335259	0.116447802525	0.0443527689988
184	0.00756955397274	0.0158017108144	0.00823215684165
185	0.0870206360864	0.0929914275553	0.0059707914689
186	0.023283974714	0.0293155760463	0.0060316013323
187	0.002513228857	0.0487109631416	0.0461977342846
188	0.0337288423578	0.0457633453709	0.0120345030131
189	0.0157331295386	0.0525373126271	0.0368041830885
190	0.0968912288976	0.126141213528	0.0292499846303
191	0.0902079572115	0.119329387159	0.0291214299476
192	0.0578133752717	0.0957419431111	0.0379285678395
193	0.0807058889142	0.122598208027	0.0418923191131
194	0.0990627237079	0.140410993165	0.0413482694575
195	0.0906722916119	0.104977533215	0.0143052416033
196	0.0540062141285	0.0879369273119	0.0339307131834
197	0.0827439650989	0.110854643252	0.0281106781533
198	0.0793129809592	0.102741425467	0.0234284445075
199	0.0590524571026	0.105618287477	0.0465658303741
200	0.0800078876393	0.116857115234	0.0368492275943
201	0.00102382895599	0.0141222750653	0.0130984461093
202	0.0511789208983	0.0679018908224	0.0167229699242
203	0.007496463484	0.0544906345901	0.0469941711061
204	0.09435175511	0.113491999017	0.0191402439075
205	0.0413992435711	0.085901120262	0.0445018766909
206	0.00716361712825	0.0432128602564	0.0360492431281
207	0.0136047604803	0.0319591774801	0.0183544169998
208	0.0831641279762	0.0899404802707	0.00677635229448
209	0.00455744950959	0.0294507517494	0.0248933022398
210	0.0496912649505	0.0968575241059	0.0471662591554
211	0.0720016858882	0.109678876318	0.03767719043
212	0.0159860034676	0.0693212996785	0.0533352962109
213	0.0417028794325	0.0762914226487	0.0345885432162
214	0.0392816175478	0.0456332633384	0.00635164579059
215	0.0476180316958	0.0591864193905	0.0115683876947
216	0.00421408077502	0.0390841019591	0.0348700211841
217	0.0633666628306	0.0726313040634	0.00926464123282
218	0.0553652328569	0.0766986316889	0.021333398832
219	0.0389579932433	0.0817789881783	0.042820994935
220	0.0495416480749	0.0976054788455	0.0480638307706
221	0.0614018545477	0.0887612752996	0.0273594207519
222	0.0635989513655	0.0844922203569	0.0208932689914
223	0.0133080554603	0.0514345363949	0.0381264809346
224	0.0625817068319	0.106010031401	0.0434283245687
225	0.0135838033698	0.0631729692762	0.0495891659065
226	0.0801347799308	0.129979150335	0.0498443704046
227	0.0873809374556	0.125431259773	0.0380503223179
228	0.0812148340943	0.111165199556	0.0299503654616
229	0.0787634257867	0.0922197991796	0.0134563733929
230	0.0784292965294	0.104658276732	0.0262289802028
231	0.0759050059084	0.102678517749	0.0267735118406
232	0.0791663140995	0.0869332933604	0.00776697926093
233	0.00541944963702	0.0561339287556	0.0507144791186
234	0.0491303449741	0.0981839149566	0.0490535699824
235	0.0945335419363	0.131859099559	0.0373255576228
236	0.0576078857833	0.0724068549886	0.0147989692053
237	0.0102541457106	0.0552238564647	0.0449697107541
238	0.0889884346956	0.13195822023	0.0429697855347
239	0.0701517408404	0.0951572966442	0.0250055558037
240	0.0312258474127	0.0408980921946	0.00967224478189
241	0.0431710545591	0.0754717032715	0.0323006487124
242	0.0923651777306	0.143152916197	0.0507877384665
243	0.0421484784576	0.0511090278625	0.0089605494049
244	0.0776080545147	0.118322021598	0.0407139670829
245	0.00403938374924	0.0303753137059	0.0263359299567
246	0.0689553923256	0.0744621040532	0.00550671172761
247	0.0920089529868	0.144121077312	0.0521121243255
248	0.0725317344368	0.0804586614194	0.00792692698259
249	0.00796261712176	0.0299252828628	0.0219626657411
250	0.00390837326794	0.0253022596322	0.0213938863642
251	0.00198645988998	0.054702635532	0.052716175642
252	0.0820816632078	0.0896075437817	0.00752588057391
253	0.0894500740929	0.103848976093	0.0143989020002
254	0.0212742890287	0.0589622463051	0.0376879572764
255	0.0938879645481	0.10404737061	0.0101594060615
256	0.00171127215797	0.0241677795165	0.0224565073585
257	0.00344035142918	0.0376827633082	0.034242411879
258	0.0860583852533	0.0994079703744	0.0133495851211
259	0.0121267125472	0.0333491929141	0.0212224803669
260	0.0959579805401	0.106465865262	0.0105078847214
261	0.0966854067862	0.118797400283	0.0221119934972
262	0.0478636698733	0.0664952691715	0.0186315992982
263	0.0937755575773	0.145682952327	0.0519073947494
264	0.0639556549443	0.077157932453	0.0132022775088
265	0.0993022270724	0.10843124905	0.00912902197735
266	0.0585040887778	0.070324241782	0.0118201530042
267	0.0898698561009	0.141153775676	0.0512839195748
268	0.080634639502	0.100429210435	0.0197945709334
269	0.0250410303058	0.0667839509668	0.041742920661
270	0.0298148923954	0.0548041612881	0.0249892688927
271	0.00557931201336	0.0161910025351	0.0106116905217
272	0.00303441244354	0.0109304684482	0.00789605600468
273	0.00824790378712	0.0332594888958	0.0250115851087
274	0.0555269405861	0.0965708815797	0.0410439409935
275	0.0150860639104	0.0401955012189	0.0251094373085
276	0.0640596377038	0.0722874224447	0.00822778474095
277	0.0450363043595	0.0674991063215	0.022462801962
278	0.0949442609652	0.10183711666	0.00689285569505
279	0.0414539958971	0.0663152698869	0.0248612739898
280	0.0730898699554	0.0931234200991	0.0200335501437
281	0.0211950373187	0.039860620077	0.0186655827583
282	0.0476178667025	0.0991312831811	0.0515134164786
283	0.0798551852536	0.0977036975426	0.017848512289
284	0.0562599772509	0.0946699924293	0.0384100151784
285	0.0797700584125	0.10607827761	0.0263082191975
286	0.0404789136078	0.0828609507489	0.0423820371411
287	0.0437399330608	0.0601378165057	0.0163978834449
288	0.0458912561215	0.0967464884361	0.0508552323145
289	0.0151141813336	0.04223594906	0.0271217677264
290	0.064093048912	0.0922574483254	0.0281643994134
291	0.0211603505327	0.0252525085634	0.00409215803078
292	0.0702001794685	0.10513695537	0.0349367759012
293	0.00176988829415	0.0206978943451	0.0189280060509
294	0.0770947916947	0.112540810622	0.0354460189272
295	0.0549756034785	0.0667866589689	0.0118110554905
296	0.070923110257	0.0984948563428	0.0275717460858
297	0.0681396958774	0.110144187714	0.0420044918362
298	0.0240039094227	0.0661036600776	0.0420997506549
299	0.0287287500842	0.0819295069401	0.0532007568559
300	0.0129623294677	0.0611482304049	0.0481859009372
301	0.00501416537929	0.0218429562967	0.0168287909174
302	0.0530840889675	0.0861648981397	0.0330808091722
303	0.0402272635178	0.0493288499291	0.00910158641135
304	0.0260082004966	0.0441780256897	0.018169825193
305	0.0757670626013	0.125205778862	0.0494387162611
306	0.0599455816332	0.0657181299177	0.00577254828455
307	0.0794314106925	0.0987116073345	0.019280196642
308	0.0346491502352	0.0651584221175	0.0305092718823
309	0.02565565771	0.0756545621028	0.0499989043929
310	0.0171919210757	0.0419334411009	0.0247415200252
311	0.0296795030012	0.0596712081113	0.0299917051101
312	0.0578241985052	0.0931811829604	0.0353569844552
313	0.05360620458	0.0781464296967	0.0245402251168
314	0.0638248072253	0.0879954510546	0.0241706438293
315	0.0780764756464	0.121485346909	0.0434088712627
316	0.029933162643	0.0525233788208	0.0225902161778
317	0.0632522796887	0.0751057780445	0.0118534983558
318	0.0700061611677	0.0930775488167	0.023071387649
319	0.0595151850009	0.0704918399625	0.0109766549616
320	0.0671575802237	0.0888604732543	0.0217028930307
321	0.0477938920445	0.072549262087	0.0247553700425
322	0.0481948095515	0.0869295911973	0.0387347816458
323	0.0325057775064	0.0691085015513	0.0366027240449
324	0.00696198864247	0.0259712462656	0.0190092576231
325	0.0747757593249	0.081396053228	0.0066202939031
326	0.0624930773329	0.0677704172963	0.00527733996339
327	0.0476813579627	0.0961086101484	0.0484272521857
328	0.00200089930576	0.0323423003385	0.0303414010327
329	0.00757922613623	0.0549347149437	0.0473554888075
330	0.0689433557017	0.110041048536	0.0410976928341
331	0.0672317504146	0.0715529230996	0.00432117268491
332	0.00507660836353	0.0401204485646	0.0350438402011
333	0.0999688274321	0.147626189387	0.0476573619546
334	0.0702688948658	0.110623892583	0.0403549977171
335	0.0234420152376	0.0650227119444	0.0415806967068
336	0.0295044863815	0.0387774997326	0.00927301335112
337	0.0466285946512	0.0671383832777	0.0205097886265
338	0.0176572844665	0.042742779092	0.0250854946256
339	0.0898228967194	0.115586410384	0.0257635136649
340	0.0452818976297	0.0847232855019	0.0394413878722
341	0.0528920251451	0.0633531769122	0.0104611517671
342	0.0911288473569	0.117335064165	0.0262062168081
343	0.0791444361833	0.102588192684	0.0234437565011
344	0.0808777558632	0.104354576664	0.0234768208004
345	0.0227957926449	0.0366055259908	0.0138097333458
346	0.0940634297894	0.127389942718	0.0333265129291
347	0.00592953324077	0.0293469130497	0.0234173798089
348	0.024168896792	0.0324017500224	0.00823285323046
349	0.0194888309836	0.0263383549836	0.00684952399998
350	0.0641692891946	0.0768379824365	0.0126686932419
351	0.0614672077481	0.0960925451427	0.0346253373946
352	0.0707874473633	0.100393379894	0.0296059325306
353	0.0291579750431	0.0770308477396	0.0478728726964
354	0.0359540370906	0.0628687533396	0.0269147162489
